ProviderNbr,NpiNbr,FirstName,LastName,Email,Prefix,FTE,ProviderCategory,SpecialityCode
216075,187699920,Paul,Maynard,paul.maynard@datacourse.com,Dr.,0.85,Surgery,2
216076,187708526,Nancy,Weiss,nancy.weiss@datacourse.com,Dr.,0.8,Pathology,22
216082,187716222,Patrick,Barker,patrick.barker@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
216083,187721032,Mark,Yang,mark.yang@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
216085,187706368,Eric,Hutchinson,eric.hutchinson@datacourse.com,Dr.,1.0,Internal Medicine,11
216086,187708006,Briana,Anderson,briana.anderson@datacourse.com,Dr.,1.0,Surgery,2
216088,187712894,Megan,Hart,megan.hart@datacourse.com,Dr.,1.0,Surgery,2
216099,187715000,Ronald,Shepard,ronald.shepard@datacourse.com,Dr.,1.0,Family Medicine,8
216100,187706732,Ricky,Payne,ricky.payne@datacourse.com,Dr.,1.0,Psychiatry & Neurology,86
216102,187700778,Ashley,George,ashley.george@datacourse.com,Dr.,0.85,Internal Medicine,11
216104,187705458,Stephanie,Cabrera,stephanie.cabrera@datacourse.com,Dr.,0.3,Internal Medicine,11
216106,187700206,Jack,Arroyo,jack.arroyo@datacourse.com,Dr.,0.7,Family Medicine,8
216108,187702234,Scott,Richard,scott.richard@datacourse.com,Dr.,1.0,Internal Medicine,11
216109,187712556,Eric,Estes,eric.estes@datacourse.com,Dr.,0.75,Internal Medicine,11
216111,187717808,Rebecca,Leonard,rebecca.leonard@datacourse.com,Dr.,0.9,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
216112,187704886,Christopher,Spence,christopher.spence@datacourse.com,Dr.,1.0,Family Medicine,8
216116,187705302,Lisa,Flowers,lisa.flowers@datacourse.com,Dr.,1.0,Internal Medicine,11
216117,187703430,Sara,Herman,sara.herman@datacourse.com,Dr.,0.21,Surgery,2
216119,187716040,Patricia,Blackburn,patricia.blackburn@datacourse.com,Dr.,0.29,Internal Medicine,11
216123,187719368,Krista,Mcclain,krista.mcclain@datacourse.com,Dr.,0.55,Family Medicine,8
216126,187709566,Annette,Lang,annette.lang@datacourse.com,Dr.,0.5,Family Medicine,8
216129,187713570,Penny,Watson,penny.watson@datacourse.com,Dr.,0.54,Internal Medicine,11
216133,187719238,John,Harding,john.harding@datacourse.com,Dr.,1.0,Internal Medicine,11
216134,187703170,Jonathan,Middleton,jonathan.middleton@datacourse.com,Dr.,0.9,Family Medicine,8
216135,187715312,Todd,Brennan,todd.brennan@datacourse.com,Dr.,0.75,Diagnostic Radiology,30
216136,187703144,Michelle,Rubio,michelle.rubio@datacourse.com,Dr.,0.3,Obstetrics & Gynecology,16
216140,187723034,Laurie,Campbell,laurie.campbell@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216141,187710268,Samantha,Duran,samantha.duran@datacourse.com,Dr.,1.0,Internal Medicine,11
216142,187713440,Brenda,Chase,brenda.chase@datacourse.com,Dr.,1.0,Family Medicine,8
216145,187721370,Jessica,Ortiz,jessica.ortiz@datacourse.com,Dr.,0.2,Surgery - Vascular Surgery,77
216146,187716924,Christy,Yu,christy.yu@datacourse.com,Dr.,0.57,Internal Medicine,11
216150,187717340,Loretta,Cox,loretta.cox@datacourse.com,Dr.,1.0,Orthopaedic Surgery,20
216158,187708916,Christina,Greene,christina.greene@datacourse.com,Dr.,0.5,Pediatrics,37
216161,187723606,Robert,Skinner,robert.skinner@datacourse.com,Dr.,1.0,Internal Medicine,11
216162,187720226,Steven,Weber,steven.weber@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216167,187721656,Samuel,Brandt,samuel.brandt@datacourse.com,Dr.,1.0,Emergency Medicine,93
216168,187721084,Juan,Murillo,juan.murillo@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
216170,187700440,Kaylee,Clarke,kaylee.clarke@datacourse.com,Dr.,0.9,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
216172,187701844,Darlene,Webb,darlene.webb@datacourse.com,Dr.,0.68,Internal Medicine,11
216173,187721136,Rachel,Browning,rachel.browning@datacourse.com,Dr.,1.0,Family Medicine,8
216178,187723372,Evan,Garza,evan.garza@datacourse.com,Dr.,0.9,Internal Medicine,11
216181,187707798,David,Rush,david.rush@datacourse.com,Dr.,0.9,Pediatrics,37
216184,187708760,Carla,Harrell,carla.harrell@datacourse.com,Dr.,1.0,Emergency Medicine,93
216185,187707746,James,Blackwell,james.blackwell@datacourse.com,Dr.,1.0,Internal Medicine,11
216186,187714844,Kevin,Rios,kevin.rios@datacourse.com,Dr.,0.8,Internal Medicine,11
216187,187715286,Sarah,Velasquez,sarah.velasquez@datacourse.com,Dr.,0.9,Obstetrics & Gynecology,16
216188,187705666,Christopher,Wong,christopher.wong@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216189,187713284,Nicholas,Bridges,nicholas.bridges@datacourse.com,Dr.,0.8,Obstetrics & Gynecology,16
216190,187720096,Jaime,Deleon,jaime.deleon@datacourse.com,Dr.,0.5,Internal Medicine,11
216191,187719160,Shannon,Wright,shannon.wright@datacourse.com,Dr.,0.5,Family Medicine,8
216193,187703638,Julie,Ruiz,julie.ruiz@datacourse.com,Dr.,0.6,Family Medicine,8
216194,187701324,Grant,Walsh,grant.walsh@datacourse.com,Dr.,0.28,Orthopaedic Surgery,20
216197,187703768,Jennifer,Riggs,jennifer.riggs@datacourse.com,Dr.,0.95,Pathology,22
216202,187713882,Jeffrey,Shaffer,jeffrey.shaffer@datacourse.com,Dr.,1.0,Internal Medicine,11
216203,187713726,Teresa,Davenport,teresa.davenport@datacourse.com,Dr.,1.0,Family Medicine,8
216206,187700960,Duane,Silva,duane.silva@datacourse.com,Dr.,1.0,Family Medicine,8
216212,187724100,Rodney,Gray,rodney.gray@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216213,187717236,Carly,Marks,carly.marks@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216215,187722982,Jennifer,Orozco,jennifer.orozco@datacourse.com,Dr.,0.55,Family Medicine,8
216219,187716092,Travis,Humphrey,travis.humphrey@datacourse.com,Dr.,1.0,Pediatrics,37
216223,187723164,Stephen,Golden,stephen.golden@datacourse.com,Dr.,1.0,Pediatrics,37
216225,187705120,Clinton,Terry,clinton.terry@datacourse.com,Dr.,0.22,Internal Medicine,11
216227,187712140,Marc,Gillespie,marc.gillespie@datacourse.com,Dr.,0.58,Internal Medicine,11
216228,187713362,Courtney,Hill,courtney.hill@datacourse.com,Dr.,0.72,Internal Medicine,11
216232,187722436,Yvette,Stout,yvette.stout@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216233,187710632,Jennifer,Cuevas,jennifer.cuevas@datacourse.com,Dr.,0.35,Diagnostic Radiology,30
216235,187714792,Andrew,Bailey,andrew.bailey@datacourse.com,Dr.,1.0,Family Medicine,8
216238,187716586,John,Pace,john.pace@datacourse.com,Dr.,0.6,Internal Medicine,11
216242,187710944,Katie,Mathis,katie.mathis@datacourse.com,Dr.,1.0,Family Medicine,8
216246,187704808,Martin,Hampton,martin.hampton@datacourse.com,Dr.,0.26,Psychologist,68
216247,187720616,Daniel,Werner,daniel.werner@datacourse.com,Dr.,0.97,Obstetrics & Gynecology,16
216248,187706004,Jonathan,Mendez,jonathan.mendez@datacourse.com,Dr.,0.8,Obstetrics & Gynecology,16
216250,187720512,Mary,Wilkerson,mary.wilkerson@datacourse.com,Dr.,0.93,Internal Medicine,11
216255,187716170,Ronald,Holloway,ronald.holloway@datacourse.com,Dr.,1.0,Pediatrics,37
216258,187702546,Joan,Jenkins,joan.jenkins@datacourse.com,Dr.,1.0,Pediatrics,37
216260,187705718,Paul,Hess,paul.hess@datacourse.com,Dr.,0.46,Obstetrics & Gynecology,16
216261,187702962,Nicole,Singleton,nicole.singleton@datacourse.com,Dr.,0.8,Surgery,2
216262,187713388,Robert,Bryan,robert.bryan@datacourse.com,Dr.,1.0,Urology,34
216265,187715884,Amy,Collins,amy.collins@datacourse.com,Dr.,0.45,Diagnostic Radiology,30
216266,187706888,Andrea,Patton,andrea.patton@datacourse.com,Dr.,0.5,Internal Medicine,11
216268,187719264,Michelle,Burch,michelle.burch@datacourse.com,Dr.,0.95,Internal Medicine,11
216269,187717392,Lisa,Farmer,lisa.farmer@datacourse.com,Dr.,1.0,Internal Medicine,11
216274,187715702,Julie,Swanson,julie.swanson@datacourse.com,Dr.,0.9,Internal Medicine,11
216278,187702000,Kelsey,Shields,kelsey.shields@datacourse.com,Dr.,1.0,Family Medicine,8
216281,187720330,Kimberly,Oneal,kimberly.oneal@datacourse.com,Dr.,1.0,Hospitalist,C6
216283,187716742,Vincent,Carney,vincent.carney@datacourse.com,Dr.,0.75,Family Medicine,8
216284,187705510,Jessica,Meza,jessica.meza@datacourse.com,Dr.,0.86,Pediatrics,37
216286,187710476,Kevin,Osborn,kevin.osborn@datacourse.com,Dr.,0.95,Obstetrics & Gynecology,16
216288,187701454,Misty,Dawson,misty.dawson@datacourse.com,Dr.,1.0,Internal Medicine,11
216289,187721864,Elizabeth,Hahn,elizabeth.hahn@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
216290,187707954,Maria,Stevenson,maria.stevenson@datacourse.com,Dr.,0.7,Pathology,22
216292,187710866,Jessica,Farley,jessica.farley@datacourse.com,Dr.,0.8,Family Medicine,8
216295,187714246,Benjamin,Berry,benjamin.berry@datacourse.com,Dr.,0.8,Internal Medicine,11
216301,187712504,Donna,Ward,donna.ward@datacourse.com,Dr.,0.8,Internal Medicine,11
216306,187718640,Sarah,Duncan,sarah.duncan@datacourse.com,Dr.,1.0,Internal Medicine,11
216308,187715338,Michael,Andrews,michael.andrews@datacourse.com,Dr.,0.75,Pathology,22
216311,187714012,Hunter,Maldonado,hunter.maldonado@datacourse.com,Dr.,0.71,Internal Medicine,11
216312,187710190,Christopher,Good,christopher.good@datacourse.com,Dr.,0.9,Orthopaedic Surgery,20
216317,187717314,Emily,May,emily.may@datacourse.com,Dr.,1.0,Internal Medicine,11
216318,187701402,Angela,Mcdaniel,angela.mcdaniel@datacourse.com,Dr.,1.0,Family Medicine,8
216321,187718302,Robert,Cochran,robert.cochran@datacourse.com,Dr.,1.0,Pathology,22
216322,187719524,Matthew,Frey,matthew.frey@datacourse.com,Dr.,0.2,Internal Medicine,11
216324,187720252,Scott,Hammond,scott.hammond@datacourse.com,Dr.,0.88,Obstetrics & Gynecology,16
216326,187718874,Joseph,Wallace,joseph.wallace@datacourse.com,Dr.,1.0,Internal Medicine,11
216334,187719134,Steven,Moses,steven.moses@datacourse.com,Dr.,1.0,Surgery,2
216336,187716638,Edward,Lozano,edward.lozano@datacourse.com,Dr.,0.67,Obstetrics & Gynecology,16
216338,187722514,Amanda,Lara,amanda.lara@datacourse.com,Dr.,0.85,Obstetrics & Gynecology,16
216340,187711438,Bryan,Heath,bryan.heath@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
216345,187711022,Justin,Mcintyre,justin.mcintyre@datacourse.com,Dr.,0.53,Psychiatry & Neurology,86
216347,187700726,Gary,Arellano,gary.arellano@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
216349,187701792,Jennifer,Hancock,jennifer.hancock@datacourse.com,Dr.,1.0,Family Medicine,8
216350,187712634,Carmen,Hayes,carmen.hayes@datacourse.com,Dr.,1.0,Pediatrics,37
216351,187709384,Michelle,Osborne,michelle.osborne@datacourse.com,Dr.,0.18,Diagnostic Radiology,30
216352,187717210,Deborah,Dudley,deborah.dudley@datacourse.com,Dr.,0.92,Internal Medicine,11
216353,187714558,Alison,Nunez,alison.nunez@datacourse.com,Dr.,0.81,Emergency Medicine,93
216354,187701428,Robert,Grant,robert.grant@datacourse.com,Dr.,0.3,Pediatrics,37
216360,187723710,Brenda,Buckley,brenda.buckley@datacourse.com,Dr.,0.95,Pathology,22
216368,187717496,James,Cortez,james.cortez@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
216374,187720902,Ryan,Chan,ryan.chan@datacourse.com,Dr.,1.0,Family Medicine,8
216377,187711074,Jason,Goodwin,jason.goodwin@datacourse.com,Dr.,1.0,Emergency Medicine,93
216378,187721760,Ryan,Odom,ryan.odom@datacourse.com,Dr.,0.65,Pathology,22
216382,187710060,Christopher,Fitzgerald,christopher.fitzgerald@datacourse.com,Dr.,0.7,Diagnostic Radiology,30
216383,187719654,Jessica,Joseph,jessica.joseph@datacourse.com,Dr.,0.95,Internal Medicine,11
216389,187702390,Brittany,Schroeder,brittany.schroeder@datacourse.com,Dr.,0.25,Internal Medicine,11
216390,187718458,Paul,Contreras,paul.contreras@datacourse.com,Dr.,0.5,Family Medicine,8
216391,187712270,Sheri,Ford,sheri.ford@datacourse.com,Dr.,0.56,Internal Medicine,11
216397,187703872,Daniel,Koch,daniel.koch@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216398,187715650,Andrew,Knapp,andrew.knapp@datacourse.com,Dr.,0.27,Internal Medicine,11
216399,187704080,Michael,Barnes,michael.barnes@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
216402,187721266,Matthew,Jackson,matthew.jackson@datacourse.com,Dr.,1.0,Family Medicine,8
216405,187717782,John,Mitchell,john.mitchell@datacourse.com,Dr.,0.73,Surgery - Vascular Surgery,77
216407,187707902,Gerald,Alvarez,gerald.alvarez@datacourse.com,Dr.,1.0,Family Medicine,8
216408,187706160,Heather,Blevins,heather.blevins@datacourse.com,Dr.,1.0,Family Medicine,8
216412,187717184,Richard,Hendricks,richard.hendricks@datacourse.com,Dr.,0.0,Physical Medicine & Rehabilitation,25
216414,187722904,William,Braun,william.braun@datacourse.com,Dr.,0.6,Pathology,22
216417,187720304,Jessica,Frye,jessica.frye@datacourse.com,Dr.,1.0,Orthopaedic Surgery,20
216419,187722228,Maria,Sanders,maria.sanders@datacourse.com,Dr.,1.0,Family Medicine,8
216421,187707122,Brianna,Herring,brianna.herring@datacourse.com,Dr.,0.85,Internal Medicine,11
216427,187723424,Michelle,Erickson,michelle.erickson@datacourse.com,Dr.,0.8,Pediatrics,37
216428,187704132,Anna,Santos,anna.santos@datacourse.com,Dr.,0.85,Diagnostic Radiology,30
216432,187718068,Mariah,Galvan,mariah.galvan@datacourse.com,Dr.,0.05,Pathology,22
216435,187720486,Brittany,Atkins,brittany.atkins@datacourse.com,Dr.,0.65,Diagnostic Radiology,30
216436,187723762,Caleb,Stein,caleb.stein@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
216438,187700908,Shaun,Hinton,shaun.hinton@datacourse.com,Dr.,0.3,Psychologist,68
216441,187719628,Joshua,Marquez,joshua.marquez@datacourse.com,Dr.,0.8,Emergency Medicine,93
216445,187719836,Alan,Burton,alan.burton@datacourse.com,Dr.,0.75,Pediatrics,37
216446,187711906,Robert,Rojas,robert.rojas@datacourse.com,Dr.,0.95,Nuclear Medicine,36
216451,187706446,Andrew,Duffy,andrew.duffy@datacourse.com,Dr.,0.86,Emergency Medicine,93
216452,187722202,Jacob,Hood,jacob.hood@datacourse.com,Dr.,1.0,Nuclear Medicine,36
216453,187712452,Jason,Davidson,jason.davidson@datacourse.com,Dr.,0.45,Family Medicine,8
216454,187714064,Matthew,Austin,matthew.austin@datacourse.com,Dr.,0.15,Internal Medicine,11
216455,187703196,Kristy,Garrison,kristy.garrison@datacourse.com,Dr.,0.68,Internal Medicine,11
216456,187709644,Alexandra,Morrison,alexandra.morrison@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216457,187702520,Linda,Hatfield,linda.hatfield@datacourse.com,Dr.,0.89,Pediatrics,37
216458,187713700,Katherine,Dalton,katherine.dalton@datacourse.com,Dr.,1.0,Family Medicine,8
216466,187711880,Jessica,Greer,jessica.greer@datacourse.com,Dr.,0.7,Diagnostic Radiology,30
216467,187711282,Jesse,Mendoza,jesse.mendoza@datacourse.com,Dr.,0.62,Family Medicine,8
216469,187707460,Rachel,Blair,rachel.blair@datacourse.com,Dr.,0.55,Pathology,22
216471,187712114,Robert,Salinas,robert.salinas@datacourse.com,Dr.,1.0,Pediatrics,37
216475,187700648,Robert,Kirk,robert.kirk@datacourse.com,Dr.,0.7,Pathology,22
216483,187709280,Brian,Chapman,brian.chapman@datacourse.com,Dr.,0.2,Diagnostic Radiology,30
216487,187700232,Miguel,Rogers,miguel.rogers@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216489,187722410,Ashley,Davila,ashley.davila@datacourse.com,Dr.,1.0,Internal Medicine,11
216492,187717080,Perry,Stephenson,perry.stephenson@datacourse.com,Dr.,1.0,Internal Medicine,11
216494,187704184,Samuel,Little,samuel.little@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216509,187704470,Jamie,Khan,jamie.khan@datacourse.com,Dr.,1.0,Family Medicine,8
216512,187715780,Sara,Riley,sara.riley@datacourse.com,Dr.,1.0,Emergency Medicine,93
216516,187723502,Michael,Brady,michael.brady@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
216519,187709826,Kyle,Chavez,kyle.chavez@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216520,187710216,Joan,Mcpherson,joan.mcpherson@datacourse.com,Dr.,1.0,Pediatrics,37
216525,187722020,Jason,Hunt,jason.hunt@datacourse.com,Dr.,0.63,Internal Medicine,11
216526,187705926,Brittany,Baird,brittany.baird@datacourse.com,Dr.,0.49,Psychologist,68
216528,187712764,John,Dunn,john.dunn@datacourse.com,Dr.,0.06,Psychiatry & Neurology,86
216532,187707928,James,Holmes,james.holmes@datacourse.com,Dr.,1.0,Pediatrics,37
216537,187722592,Stephanie,Sanford,stephanie.sanford@datacourse.com,Dr.,1.0,Internal Medicine,11
216541,187712972,Elizabeth,Graves,elizabeth.graves@datacourse.com,Dr.,0.44,Orthopaedic Surgery,20
216545,187716482,Brandon,Bates,brandon.bates@datacourse.com,Dr.,0.9,Family Medicine,8
216546,187723684,Stephanie,Ayers,stephanie.ayers@datacourse.com,Dr.,0.6,Diagnostic Radiology,30
216549,187724204,Shannon,Conway,shannon.conway@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
216550,187710346,Eric,Rollins,eric.rollins@datacourse.com,Dr.,0.7,Pediatrics,37
216551,187717834,Christine,Holt,christine.holt@datacourse.com,Dr.,0.9,Pediatrics,37
216552,187702598,Cynthia,Moss,cynthia.moss@datacourse.com,Dr.,0.4,Internal Medicine,11
216553,187711698,Travis,Oconnell,travis.oconnell@datacourse.com,Dr.,1.0,Internal Medicine,11
216555,187714090,Jacob,Park,jacob.park@datacourse.com,Dr.,1.0,Family Medicine,8
216556,187721604,Laura,Gamble,laura.gamble@datacourse.com,Dr.,0.3,Internal Medicine,11
216558,187709878,William,Chen,william.chen@datacourse.com,Dr.,0.9,Obstetrics & Gynecology,16
216560,187719940,Amanda,Cohen,amanda.cohen@datacourse.com,Dr.,1.0,Pediatrics,37
216562,187701220,Rebecca,Baldwin,rebecca.baldwin@datacourse.com,Dr.,0.55,Internal Medicine,11
216564,187715130,Jessica,Ashley,jessica.ashley@datacourse.com,Dr.,0.95,Pathology,22
216565,187709774,Melanie,Tucker,melanie.tucker@datacourse.com,Dr.,0.5,Internal Medicine,11
216571,187711464,Amy,Hull,amy.hull@datacourse.com,Dr.,1.0,Surgery - Surgical Oncology,91
216576,187708292,Steven,Carey,steven.carey@datacourse.com,Dr.,0.33,Orthopaedic Surgery,20
216577,187705484,Christine,Nielsen,christine.nielsen@datacourse.com,Dr.,0.69,Obstetrics & Gynecology,16
216580,187705978,Jeffrey,Weeks,jeffrey.weeks@datacourse.com,Dr.,0.92,Obstetrics & Gynecology,16
216582,187702832,Tiffany,Wheeler,tiffany.wheeler@datacourse.com,Dr.,0.9,Orthopaedic Surgery,20
216584,187718718,Kerry,Dominguez,kerry.dominguez@datacourse.com,Dr.,0.4,Internal Medicine,11
216585,187720850,Nicholas,Gregory,nicholas.gregory@datacourse.com,Dr.,0.95,Internal Medicine,11
216586,187708838,Thomas,Francis,thomas.francis@datacourse.com,Dr.,1.0,Ophthalmology,18
216587,187718900,Carla,Cooley,carla.cooley@datacourse.com,Dr.,1.0,Internal Medicine,11
216589,187700544,Karen,Schmitt,karen.schmitt@datacourse.com,Dr.,1.0,Family Medicine,8
216590,187704054,Nathan,Banks,nathan.banks@datacourse.com,Dr.,1.0,Emergency Medicine,93
216592,187722852,Dennis,Kemp,dennis.kemp@datacourse.com,Dr.,0.47,Diagnostic Radiology,30
216593,187709592,Jamie,Merritt,jamie.merritt@datacourse.com,Dr.,0.97,Internal Medicine,11
216595,187719212,Randy,Hardy,randy.hardy@datacourse.com,Dr.,0.3,Internal Medicine,11
216597,187702286,Ronald,Grimes,ronald.grimes@datacourse.com,Dr.,1.0,Emergency Medicine,93
216599,187716508,Shane,Todd,shane.todd@datacourse.com,Dr.,1.0,Family Medicine,8
216602,187721344,Jared,Daniel,jared.daniel@datacourse.com,Dr.,0.47,Pediatrics,37
216604,187714818,Barbara,Logan,barbara.logan@datacourse.com,Dr.,0.57,Family Medicine,8
216605,187703560,Jorge,Pena,jorge.pena@datacourse.com,Dr.,0.96,Family Medicine,8
216612,187700336,Matthew,Murray,matthew.murray@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216613,187712374,Robert,Hensley,robert.hensley@datacourse.com,Dr.,0.5,Family Medicine,8
216619,187710840,Courtney,Colon,courtney.colon@datacourse.com,Dr.,0.77,Internal Medicine,11
216625,187721578,Kevin,Haynes,kevin.haynes@datacourse.com,Dr.,1.0,Emergency Medicine,93
216626,187718276,Joshua,Harper,joshua.harper@datacourse.com,Dr.,1.0,Internal Medicine,11
216627,187708942,Mary,Castro,mary.castro@datacourse.com,Dr.,0.8,Surgery,2
216628,187707304,Karen,Evans,karen.evans@datacourse.com,Dr.,0.85,Internal Medicine,11
216629,187723346,Dennis,Ingram,dennis.ingram@datacourse.com,Dr.,0.9,Internal Medicine,11
216631,187718510,Christina,Macias,christina.macias@datacourse.com,Dr.,1.0,Emergency Medicine,93
216639,187721682,Caleb,Rowe,caleb.rowe@datacourse.com,Dr.,0.13,Family Medicine,8
216641,187701272,Ryan,Stafford,ryan.stafford@datacourse.com,Dr.,0.2,Pathology,22
216643,187705796,Patrick,Dillon,patrick.dillon@datacourse.com,Dr.,0.4,Psychologist,68
216644,187714532,Emily,Lucas,emily.lucas@datacourse.com,Dr.,0.55,Surgery - Vascular Surgery,77
216650,187723268,Gary,Freeman,gary.freeman@datacourse.com,Dr.,1.0,Internal Medicine,11
216651,187719316,Lauren,Huffman,lauren.huffman@datacourse.com,Dr.,0.26,Ophthalmology,18
216654,187718406,Jill,Doyle,jill.doyle@datacourse.com,Dr.,0.18,Psychologist,68
216656,187715494,Jacob,Floyd,jacob.floyd@datacourse.com,Dr.,0.93,Internal Medicine,11
216659,187716118,Marcus,Barron,marcus.barron@datacourse.com,Dr.,1.0,Internal Medicine,11
216660,187714038,Elizabeth,Tran,elizabeth.tran@datacourse.com,Dr.,0.5,Internal Medicine,11
216661,187700180,Steven,Mckinney,steven.mckinney@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216665,187720044,John,Weaver,john.weaver@datacourse.com,Dr.,0.75,Internal Medicine,11
216667,187718744,Carrie,Jennings,carrie.jennings@datacourse.com,Dr.,0.8,Transplant Surgery,C9
216668,187705380,Erika,Haney,erika.haney@datacourse.com,Dr.,0.83,Internal Medicine,11
216672,187722956,Patricia,Terrell,patricia.terrell@datacourse.com,Dr.,0.85,Surgery,2
216674,187702468,Matthew,Hartman,matthew.hartman@datacourse.com,Dr.,0.65,Obstetrics & Gynecology,16
216675,187713050,Trevor,Boyd,trevor.boyd@datacourse.com,Dr.,0.8,Internal Medicine,11
216678,187703742,Rachel,Medina,rachel.medina@datacourse.com,Dr.,0.27,Obstetrics & Gynecology,16
216680,187723008,Stacey,Taylor,stacey.taylor@datacourse.com,Dr.,1.0,Internal Medicine,11
216681,187719576,William,Mcgee,william.mcgee@datacourse.com,Dr.,0.15,Internal Medicine,11
216682,187710502,Matthew,Brooks,matthew.brooks@datacourse.com,Dr.,1.0,Internal Medicine,11
216684,187701168,Andrew,Hoffman,andrew.hoffman@datacourse.com,Dr.,0.17,Psychologist,68
216686,187712478,Robert,Livingston,robert.livingston@datacourse.com,Dr.,1.0,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
216688,187714350,Bryan,Lawrence,bryan.lawrence@datacourse.com,Dr.,0.6,Family Medicine,8
216690,187722826,Anne,Mccullough,anne.mccullough@datacourse.com,Dr.,1.0,Emergency Medicine,93
216691,187710814,Jennifer,Garrett,jennifer.garrett@datacourse.com,Dr.,1.0,Plastic Surgery,24
216697,187710710,Stephen,Gallagher,stephen.gallagher@datacourse.com,Dr.,0.57,Diagnostic Radiology,30
216699,187704704,Steven,Moody,steven.moody@datacourse.com,Dr.,1.0,Surgery - Surgical Critical Care,28
216702,187722488,Natalie,Morgan,natalie.morgan@datacourse.com,Dr.,0.9,Diagnostic Radiology,30
216707,187704210,Eric,Casey,eric.casey@datacourse.com,Dr.,0.67,Internal Medicine,11
216708,187714142,Barbara,Aguirre,barbara.aguirre@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
216710,187714376,Kendra,Ramsey,kendra.ramsey@datacourse.com,Dr.,0.93,Psychiatry & Neurology,86
216713,187702754,Ashley,Schaefer,ashley.schaefer@datacourse.com,Dr.,1.0,Internal Medicine,11
216716,187723970,John,Hamilton,john.hamilton@datacourse.com,Dr.,0.55,Obstetrics & Gynecology,16
216725,187713414,Heather,Downs,heather.downs@datacourse.com,Dr.,0.15,Internal Medicine,11
216727,187713466,Karen,Friedman,karen.friedman@datacourse.com,Dr.,0.97,Obstetrics & Gynecology,16
216731,187716456,Ashley,Nolan,ashley.nolan@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216732,187711984,Jeffrey,Manning,jeffrey.manning@datacourse.com,Dr.,1.0,Internal Medicine,11
216733,187716820,Angela,Porter,angela.porter@datacourse.com,Dr.,0.65,Internal Medicine,11
216734,187708864,Selena,Aguilar,selena.aguilar@datacourse.com,Dr.,0.75,Diagnostic Radiology,30
216735,187703690,James,Gill,james.gill@datacourse.com,Dr.,0.71,Diagnostic Radiology,30
216736,187706342,Jessica,Stokes,jessica.stokes@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
216738,187713804,Anthony,Hurley,anthony.hurley@datacourse.com,Dr.,1.0,Internal Medicine,11
216742,187720720,Anthony,Jones,anthony.jones@datacourse.com,Dr.,0.48,Obstetrics & Gynecology,16
216744,187722150,Wesley,Cummings,wesley.cummings@datacourse.com,Dr.,0.8,Pediatrics,37
216747,187723528,Javier,Molina,javier.molina@datacourse.com,Dr.,0.92,Family Medicine,8
216748,187706784,Elizabeth,Hurst,elizabeth.hurst@datacourse.com,Dr.,0.82,Internal Medicine,11
216752,187704964,Megan,Whitehead,megan.whitehead@datacourse.com,Dr.,0.91,Internal Medicine,11
216758,187710580,Courtney,Perez,courtney.perez@datacourse.com,Dr.,0.97,Obstetrics & Gynecology,16
216760,187704600,Christopher,Paul,christopher.paul@datacourse.com,Dr.,0.85,Internal Medicine,11
216761,187710372,Kelly,Frazier,kelly.frazier@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216762,187702338,Brian,Short,brian.short@datacourse.com,Dr.,1.0,Internal Medicine,11
216764,187705354,Rodney,Hogan,rodney.hogan@datacourse.com,Dr.,0.5,Family Medicine,8
216767,187710788,John,Escobar,john.escobar@datacourse.com,Dr.,0.9,Internal Medicine,11
216768,187723632,Dennis,Everett,dennis.everett@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216769,187719186,Barry,Mccarthy,barry.mccarthy@datacourse.com,Dr.,0.9,Internal Medicine,11
